"chr" "start" "end"
"3794" "chr3" 34052748 34053186
"3795" "chr3" 34056937 34057416
"3796" "chr3" 34148238 34148662
"3797" "chr3" 34301844 34302472
"3798" "chr3" 34318667 34318987
"3799" "chr3" 34436866 34437252
"3800" "chr3" 34725342 34725766
"3801" "chr3" 34924219 34924606
"3802" "chr3" 35701272 35701713
"3803" "chr3" 35949838 35950264
"3804" "chr3" 35965573 35966003
"3805" "chr3" 35988002 35988642
"3806" "chr3" 36007396 36007796
"3807" "chr3" 36165591 36166022
"3808" "chr3" 36173720 36174101
"3809" "chr3" 36449657 36450108
"3810" "chr3" 36582367 36582791
"3811" "chr3" 36633432 36633868
"3812" "chr3" 36668056 36668486
"3813" "chr3" 36719121 36719551
"3814" "chr3" 36739070 36739520
"3815" "chr3" 36742474 36742851
"3816" "chr3" 36749162 36749545
"3817" "chr3" 36755731 36756173
"3818" "chr3" 36770956 36771344
"3819" "chr3" 36782739 36783177
"3820" "chr3" 36833821 36834206
"3821" "chr3" 36856248 36856694
"3822" "chr3" 36878519 36879000
"3823" "chr3" 36885136 36885517
"3824" "chr3" 36910361 36910721
"3825" "chr3" 36913152 36913616
"3826" "chr3" 36946163 36946545
"3827" "chr3" 36964915 36965383
"3828" "chr3" 36985516 36985980
"3829" "chr3" 36998518 36998970
"3830" "chr3" 37000196 37000582
"3831" "chr3" 37034156 37034657
"3832" "chr3" 37065576 37066192
"3833" "chr3" 37217171 37217597
"3834" "chr3" 37254504 37254870
"3835" "chr3" 37297904 37298359
"3836" "chr3" 37349715 37350130
"3837" "chr3" 37493102 37493696
"3838" "chr3" 37495505 37495954
"3839" "chr3" 37577415 37577869
"3840" "chr3" 37588331 37588837
"3841" "chr3" 37595850 37596285
"3842" "chr3" 37612737 37613216
"3843" "chr3" 37645191 37645619
"3844" "chr3" 37727731 37728126
"3845" "chr3" 37742231 37742669
"3846" "chr3" 37783113 37783562
"3847" "chr3" 37821059 37821425
"3848" "chr3" 37845506 37845936
"3849" "chr3" 37856041 37856686
"3850" "chr3" 37875249 37875705
"3851" "chr3" 37896869 37897254
"3852" "chr3" 37953491 37953943
"3853" "chr3" 38008801 38009205
"3854" "chr3" 38016119 38016721
"3855" "chr3" 38027270 38027765
"3856" "chr3" 38035403 38036043
"3857" "chr3" 38038319 38038937
"3858" "chr3" 38042942 38043413
"3859" "chr3" 38044813 38045458
"3860" "chr3" 38045881 38046486
"3861" "chr3" 38065439 38066411
"3862" "chr3" 38081383 38081826
"3863" "chr3" 38158319 38158662
"3864" "chr3" 38158954 38159281
"3865" "chr3" 38159457 38159857
"3866" "chr3" 38173088 38173701
"3867" "chr3" 38179484 38179943
"3868" "chr3" 38192635 38193075
"3869" "chr3" 38204606 38205272
"3870" "chr3" 38288825 38289263
"3871" "chr3" 38323383 38323839
"3872" "chr3" 38339542 38340301
"3873" "chr3" 38385292 38385731
"3874" "chr3" 38387992 38388357
"3875" "chr3" 38409771 38410253
"3876" "chr3" 38521346 38521720
"3877" "chr3" 38523397 38523821
"3878" "chr3" 38537548 38538115
"3879" "chr3" 38562867 38563485
"3880" "chr3" 38569884 38570318
"3881" "chr3" 38601847 38602324
"3882" "chr3" 38620691 38621081
"3883" "chr3" 38669456 38669847
"3884" "chr3" 38688064 38688469
"3885" "chr3" 38692681 38693110
"3886" "chr3" 38697174 38697601
"3887" "chr3" 38704096 38704488
"3888" "chr3" 38749231 38749656
"3889" "chr3" 38780141 38780512
"3890" "chr3" 38823642 38824072
"3891" "chr3" 38882484 38882931
"3892" "chr3" 38885348 38885797
"3893" "chr3" 39002490 39002875
"3894" "chr3" 39041405 39041848
"3895" "chr3" 39072293 39072670
"3896" "chr3" 39106698 39107093
"3897" "chr3" 39142604 39142968
"3898" "chr3" 39144673 39145142
"3899" "chr3" 39166690 39167082
"3900" "chr3" 39168050 39168428
"3901" "chr3" 39187413 39187872
"3902" "chr3" 39191843 39192305
"3903" "chr3" 39194232 39194963
"3904" "chr3" 39207880 39208313
"3905" "chr3" 39222071 39222534
"3906" "chr3" 39225790 39226225
"3907" "chr3" 39231279 39231666
"3908" "chr3" 39243561 39244029
"3909" "chr3" 39249960 39250320
"3910" "chr3" 39302443 39303068
"3911" "chr3" 39314571 39315026
"3912" "chr3" 39329810 39330389
"3913" "chr3" 39333342 39333938
"3914" "chr3" 39419592 39419972
"3915" "chr3" 39424578 39425301
"3916" "chr3" 39440176 39440626
"3917" "chr3" 39447750 39448745
"3918" "chr3" 39458692 39459254
"3919" "chr3" 39485006 39485470
"3920" "chr3" 39489339 39489737
"3921" "chr3" 39540090 39540459
"3922" "chr3" 39583269 39583908
"3923" "chr3" 39679248 39679862
"3924" "chr3" 39709910 39710290
"3925" "chr3" 39748782 39749206
"3926" "chr3" 39765665 39766131
"3927" "chr3" 39768925 39769349
"3928" "chr3" 39854031 39854679
"3929" "chr3" 39953403 39953850
"3930" "chr3" 40032057 40032672
"3931" "chr3" 40115116 40115570
"3932" "chr3" 40151371 40151814
"3933" "chr3" 40220448 40221010
"3934" "chr3" 40222661 40223085
"3935" "chr3" 40233327 40233699
"3936" "chr3" 40279647 40280092
"3937" "chr3" 40299949 40300401
"3938" "chr3" 40350820 40351229
"3939" "chr3" 40358567 40358927
"3940" "chr3" 40369075 40369465
"3941" "chr3" 40474304 40474728
"3942" "chr3" 40547144 40547574
"3943" "chr3" 40566059 40566483
"3944" "chr3" 40621969 40622378
"3945" "chr3" 40626005 40626403
"3946" "chr3" 40629919 40630343
"3947" "chr3" 40761337 40761800
"3948" "chr3" 40823567 40824028
"3949" "chr3" 40889002 40889441
"3950" "chr3" 40911396 40911875
"3951" "chr3" 40971524 40971984
"3952" "chr3" 41012523 41013072
"3953" "chr3" 41117509 41117945
"3954" "chr3" 41137190 41137614
"3955" "chr3" 41240435 41240971
"3956" "chr3" 41244437 41244900
"3957" "chr3" 41327798 41328225
"3958" "chr3" 41460832 41461278
"3959" "chr3" 41489839 41490343
"3960" "chr3" 41492334 41492764
"3961" "chr3" 41549781 41550205
"3962" "chr3" 41616405 41616835
"3963" "chr3" 41737244 41737722
"3964" "chr3" 41758022 41758415
"3965" "chr3" 41904494 41904950
"3966" "chr3" 41922724 41923164
"3967" "chr3" 41935437 41935881
"3968" "chr3" 42039406 42039838
"3969" "chr3" 42054997 42055297
"3970" "chr3" 42113764 42114128
"3971" "chr3" 42141273 42141659
"3972" "chr3" 42158656 42159040
"3973" "chr3" 42160005 42160655
"3974" "chr3" 42232618 42233253
"3975" "chr3" 42256110 42256470
"3976" "chr3" 42270206 42270666
"3977" "chr3" 42271354 42271747
"3978" "chr3" 42288959 42289345
"3979" "chr3" 42484130 42484600
"3980" "chr3" 42485296 42485741
"3981" "chr3" 42543138 42543738
"3982" "chr3" 42560249 42560691
"3983" "chr3" 42568031 42568455
"3984" "chr3" 42577870 42578316
"3985" "chr3" 42581380 42582043
"3986" "chr3" 42586426 42586857
"3987" "chr3" 42588880 42589531
"3988" "chr3" 42599218 42599771
"3989" "chr3" 42613765 42614187
"3990" "chr3" 42623693 42624209
"3991" "chr3" 42642551 42643007
"3992" "chr3" 42643338 42643862
"3993" "chr3" 42654968 42655398
"3994" "chr3" 42676588 42677042
"3995" "chr3" 42696218 42696658
"3996" "chr3" 42702378 42702982
"3997" "chr3" 42752976 42753712
"3998" "chr3" 42774320 42774785
"3999" "chr3" 42785743 42786107
"4000" "chr3" 42791440 42791829
"4001" "chr3" 42797176 42797567
"4002" "chr3" 42822273 42822676
"4003" "chr3" 42860880 42861304
"4004" "chr3" 42871881 42872274
"4005" "chr3" 42872752 42873112
"4006" "chr3" 42877601 42878282
"4007" "chr3" 42881117 42881522
"4008" "chr3" 42922482 42922846
"4009" "chr3" 42940718 42941197
"4010" "chr3" 42999065 42999513
"4011" "chr3" 43003090 43003483
"4012" "chr3" 43051025 43051516
"4013" "chr3" 43112734 43113156
"4014" "chr3" 43128732 43129181
"4015" "chr3" 43195322 43195699
"4016" "chr3" 43197234 43197570
"4017" "chr3" 43203285 43203975
"4018" "chr3" 43248091 43248517
"4019" "chr3" 43257141 43257679
"4020" "chr3" 43265109 43265552
"4021" "chr3" 43301837 43302343
"4022" "chr3" 43327482 43327956
"4023" "chr3" 43419650 43420024
"4024" "chr3" 43544547 43545112
"4025" "chr3" 43585654 43586114
"4026" "chr3" 43601502 43601883
"4027" "chr3" 43624902 43625370
"4028" "chr3" 43673673 43674134
"4029" "chr3" 43680030 43680592
"4030" "chr3" 43731852 43732773
"4031" "chr3" 43741382 43741806
"4032" "chr3" 43784330 43784803
"4033" "chr3" 43789693 43790155
"4034" "chr3" 43800980 43801568
"4035" "chr3" 43807959 43808445
"4036" "chr3" 43810909 43811307
"4037" "chr3" 43880316 43880802
"4038" "chr3" 43897163 43897517
"4039" "chr3" 43920632 43921255
"4040" "chr3" 43936258 43936682
"4041" "chr3" 44036629 44037118
"4042" "chr3" 44037688 44038118
"4043" "chr3" 44107268 44107736
"4044" "chr3" 44118687 44119172
"4045" "chr3" 44155616 44156049
"4046" "chr3" 44240142 44240523
"4047" "chr3" 44277423 44277811
"4048" "chr3" 44360460 44360884
"4049" "chr3" 44364854 44365221
"4050" "chr3" 44378707 44379266
"4051" "chr3" 44460049 44460673
"4052" "chr3" 44517528 44517988
"4053" "chr3" 44571401 44571838
"4054" "chr3" 44574231 44574684
"4055" "chr3" 44596487 44597026
"4056" "chr3" 44666356 44666780
"4057" "chr3" 44702612 44703131
"4058" "chr3" 44753973 44754610
"4059" "chr3" 44803156 44803580
"4060" "chr3" 44902757 44903208
"4061" "chr3" 44924671 44925112
"4062" "chr3" 44955404 44955984
"4063" "chr3" 44956341 44956808
"4064" "chr3" 44957105 44957575
"4065" "chr3" 44967649 44968088
"4066" "chr3" 45029552 45029958
"4067" "chr3" 45034076 45034454
"4068" "chr3" 45043140 45043603
"4069" "chr3" 45079176 45079622
"4070" "chr3" 45082190 45082575
"4071" "chr3" 45085106 45085588
"4072" "chr3" 45097021 45097488
"4073" "chr3" 45120329 45120757
"4074" "chr3" 45126586 45127016
"4075" "chr3" 45133572 45134022
"4076" "chr3" 45175302 45175753
"4077" "chr3" 45212837 45213267
"4078" "chr3" 45252046 45252650
"4079" "chr3" 45266604 45267010
"4080" "chr3" 45374960 45375420
"4081" "chr3" 45385470 45385922
"4082" "chr3" 45540970 45541423
"4083" "chr3" 45549351 45549918
"4084" "chr3" 45552981 45553577
"4085" "chr3" 45558794 45559172
"4086" "chr3" 45586116 45586812
"4087" "chr3" 45588128 45588532
"4088" "chr3" 45634619 45634983
"4089" "chr3" 45698292 45698658
"4090" "chr3" 45701478 45701920
"4091" "chr3" 45706625 45707020
"4092" "chr3" 45731925 45732391
"4093" "chr3" 45802364 45803210
"4094" "chr3" 45825095 45825574
"4095" "chr3" 45874169 45874599
"4096" "chr3" 45948301 45948716
"4097" "chr3" 45970561 45970914
"4098" "chr3" 45980264 45980627
"4099" "chr3" 45987804 45988205
"4100" "chr3" 46118065 46118523
"4101" "chr3" 46120162 46120745
"4102" "chr3" 46129299 46129765
"4103" "chr3" 46204430 46205080
"4104" "chr3" 46249810 46250172
"4105" "chr3" 46256102 46256541
"4106" "chr3" 46317996 46318405
"4107" "chr3" 46334777 46335201
"4108" "chr3" 46410046 46410521
"4109" "chr3" 46413957 46414381
"4110" "chr3" 46419884 46420232
"4111" "chr3" 46436543 46436988
"4112" "chr3" 46452755 46453187
"4113" "chr3" 46468868 46469305
"4114" "chr3" 46469420 46469846
"4115" "chr3" 46484063 46484487
"4116" "chr3" 46491255 46491889
"4117" "chr3" 46503646 46504098
"4118" "chr3" 46530119 46530738
"4119" "chr3" 46538195 46538648
"4120" "chr3" 46599565 46600180
"4121" "chr3" 46624933 46625399
"4122" "chr3" 46649168 46649630
"4123" "chr3" 46671380 46671857
"4124" "chr3" 46701986 46702410
"4125" "chr3" 46705116 46705740
"4126" "chr3" 46715613 46716253
"4127" "chr3" 46736664 46737346
"4128" "chr3" 46746434 46746905
"4129" "chr3" 46747540 46747996
"4130" "chr3" 46759226 46759690
"4131" "chr3" 46774985 46775456
"4132" "chr3" 46887260 46887718
"4133" "chr3" 46887741 46888044
"4134" "chr3" 46889938 46890326
"4135" "chr3" 46901756 46902136
"4136" "chr3" 46908232 46908606
"4137" "chr3" 46933704 46934263
"4138" "chr3" 46936679 46937247
"4139" "chr3" 46939172 46939602
"4140" "chr3" 46949590 46950228
"4141" "chr3" 46951004 46951414
"4142" "chr3" 46964964 46965596
"4143" "chr3" 46974070 46974507
"4144" "chr3" 46976979 46977624
"4145" "chr3" 47008313 47008737
"4146" "chr3" 47021065 47021430
"4147" "chr3" 47040053 47040423
"4148" "chr3" 47044024 47044448
"4149" "chr3" 47066403 47066787
"4150" "chr3" 47205472 47206029
"4151" "chr3" 47206070 47206527
"4152" "chr3" 47262221 47262557
"4153" "chr3" 47285323 47285683
"4154" "chr3" 47292053 47292713
"4155" "chr3" 47315000 47315477
"4156" "chr3" 47323039 47323484
"4157" "chr3" 47365773 47366152
"4158" "chr3" 47412387 47413308
"4159" "chr3" 47421818 47422285
"4160" "chr3" 47448224 47448688
"4161" "chr3" 47454590 47455074
"4162" "chr3" 47460286 47460784
"4163" "chr3" 47462511 47462893
"4164" "chr3" 47463810 47464261
"4165" "chr3" 47481542 47481973
"4166" "chr3" 47517370 47517990
"4167" "chr3" 47554915 47555529
"4168" "chr3" 47563603 47563949
"4169" "chr3" 47705982 47706460
"4170" "chr3" 47830566 47830953
"4171" "chr3" 47841217 47841865
"4172" "chr3" 47866245 47866607
"4173" "chr3" 47866715 47867065
"4174" "chr3" 47879200 47879554
"4175" "chr3" 47891504 47892108
"4176" "chr3" 47906715 47907202
"4177" "chr3" 47911592 47912022
"4178" "chr3" 48031417 48031812
"4179" "chr3" 48193004 48193388
"4180" "chr3" 48199588 48199965
"4181" "chr3" 48235885 48236280
"4182" "chr3" 48274116 48274540
"4183" "chr3" 48282350 48282797
"4184" "chr3" 48315094 48315681
"4185" "chr3" 48442266 48442656
"4186" "chr3" 48450086 48450529
"4187" "chr3" 48457048 48457472
"4188" "chr3" 48463555 48464127
"4189" "chr3" 48473806 48474855
"4190" "chr3" 48477289 48478036
"4191" "chr3" 48506757 48507181
"4192" "chr3" 48514543 48514998
"4193" "chr3" 48545024 48545454
"4194" "chr3" 48586165 48586586
"4195" "chr3" 48594486 48595046
"4196" "chr3" 48595595 48596225
"4197" "chr3" 48597474 48597933
"4198" "chr3" 48598381 48598815
"4199" "chr3" 48600745 48601175
"4200" "chr3" 48601457 48601829
"4201" "chr3" 48646974 48647350
"4202" "chr3" 48672577 48673038
"4203" "chr3" 48673117 48673534
"4204" "chr3" 48693493 48694186
"4205" "chr3" 48701474 48701870
"4206" "chr3" 48722739 48723874
"4207" "chr3" 48735367 48735820
"4208" "chr3" 48774342 48774715
"4209" "chr3" 48777348 48777749
"4210" "chr3" 48802777 48803246
"4211" "chr3" 48935775 48936140
"4212" "chr3" 48955619 48956620
"4213" "chr3" 48970324 48970854
"4214" "chr3" 48989918 48990355
"4215" "chr3" 49025262 49025638
"4216" "chr3" 49027112 49027553
"4217" "chr3" 49044798 49045239
"4218" "chr3" 49051503 49051873
"4219" "chr3" 49059306 49059676
"4220" "chr3" 49066596 49067059
"4221" "chr3" 49131430 49131803
"4222" "chr3" 49131930 49132306
"4223" "chr3" 49162650 49163078
"4224" "chr3" 49170320 49170958
"4225" "chr3" 49171810 49172234
"4226" "chr3" 49195514 49196146
"4227" "chr3" 49208410 49209009
"4228" "chr3" 49282018 49282586
"4229" "chr3" 49332874 49333314
"4230" "chr3" 49364871 49365301
"4231" "chr3" 49377381 49377819
"4232" "chr3" 49377969 49378353
"4233" "chr3" 49452982 49453342
"4234" "chr3" 49466079 49466503
"4235" "chr3" 49486547 49486912
"4236" "chr3" 49491892 49492346
"4237" "chr3" 49577086 49577721
"4238" "chr3" 49600651 49601053
"4239" "chr3" 49603647 49604114
"4240" "chr3" 49645271 49645735
"4241" "chr3" 49694232 49694694
"4242" "chr3" 49705689 49706209
"4243" "chr3" 49709120 49709497
"4244" "chr3" 49726643 49727102
"4245" "chr3" 49737866 49738324
"4246" "chr3" 49738786 49739249
"4247" "chr3" 49740848 49741232
"4248" "chr3" 49756672 49757421
"4249" "chr3" 49839960 49840327
"4250" "chr3" 49876639 49877222
"4251" "chr3" 49878543 49879001
"4252" "chr3" 49893999 49894483
"4253" "chr3" 49937240 49937679
"4254" "chr3" 49943724 49944325
"4255" "chr3" 49966644 49967339
"4256" "chr3" 49968240 49968672
"4257" "chr3" 50158954 50159371
"4258" "chr3" 50159520 50159913
"4259" "chr3" 50183630 50184054
"4260" "chr3" 50191776 50192235
"4261" "chr3" 50192526 50192898
"4262" "chr3" 50196154 50196603
"4263" "chr3" 50211623 50212047
"4264" "chr3" 50226739 50227312
"4265" "chr3" 50229977 50230423
"4266" "chr3" 50231916 50232340
"4267" "chr3" 50249923 50250380
"4268" "chr3" 50259214 50259683
"4269" "chr3" 50263488 50263882
"4270" "chr3" 50264735 50265127
"4271" "chr3" 50275793 50276266
"4272" "chr3" 50283134 50283505
"4273" "chr3" 50283598 50284036
"4274" "chr3" 50294386 50295033
"4275" "chr3" 50297393 50297733
"4276" "chr3" 50310331 50310715
"4277" "chr3" 50311733 50312344
"4278" "chr3" 50329931 50330355
"4279" "chr3" 50335305 50335777
"4280" "chr3" 50336470 50336957
"4281" "chr3" 50340372 50340836
"4282" "chr3" 50357219 50357703
"4283" "chr3" 50359105 50359557
"4284" "chr3" 50361992 50362382
"4285" "chr3" 50380104 50380632
"4286" "chr3" 50384646 50385029
"4287" "chr3" 50390110 50390547
"4288" "chr3" 50393593 50393963
"4289" "chr3" 50407984 50408423
"4290" "chr3" 50412967 50413407
"4291" "chr3" 50425781 50426226
"4292" "chr3" 50452458 50452903
"4293" "chr3" 50465418 50465857
"4294" "chr3" 50473483 50473864
"4295" "chr3" 50556904 50557300
"4296" "chr3" 50569399 50569852
"4297" "chr3" 50579862 50580266
"4298" "chr3" 50582412 50582899
"4299" "chr3" 50587543 50587884
"4300" "chr3" 50589042 50589477
"4301" "chr3" 50609519 50609900
"4302" "chr3" 50618493 50618923
"4303" "chr3" 50628274 50628706
"4304" "chr3" 50632843 50633276
"4305" "chr3" 50648801 50649253
"4306" "chr3" 50651497 50652078
"4307" "chr3" 50653323 50653759
"4308" "chr3" 50664951 50665575
"4309" "chr3" 50690177 50690601
"4310" "chr3" 50712765 50713212
"4311" "chr3" 50899598 50900022
"4312" "chr3" 50922910 50923342
"4313" "chr3" 51008856 51009482
"4314" "chr3" 51016740 51017182
"4315" "chr3" 51137679 51138055
"4316" "chr3" 51306879 51307312
"4317" "chr3" 51348456 51348919
"4318" "chr3" 51406084 51406408
"4319" "chr3" 51409390 51409818
"4320" "chr3" 51423876 51424332
"4321" "chr3" 51425958 51426448
"4322" "chr3" 51426774 51427380
"4323" "chr3" 51428322 51428680
"4324" "chr3" 51536029 51536399
"4325" "chr3" 51572450 51572923
"4326" "chr3" 51671864 51672293
"4327" "chr3" 51676425 51676849
"4328" "chr3" 51703250 51703887
"4329" "chr3" 51716105 51716482
"4330" "chr3" 51744539 51745002
"4331" "chr3" 51753098 51753544
"4332" "chr3" 51753672 51754106
"4333" "chr3" 51756354 51756779
"4334" "chr3" 51833906 51834330
"4335" "chr3" 51853742 51854172
"4336" "chr3" 51975981 51976443
"4337" "chr3" 51990447 51990883
"4338" "chr3" 52007936 52008571
"4339" "chr3" 52009890 52010336
"4340" "chr3" 52016448 52017085
"4341" "chr3" 52029764 52030293
"4342" "chr3" 52035436 52035871
"4343" "chr3" 52038216 52038594
"4344" "chr3" 52048183 52048581
"4345" "chr3" 52048617 52049041
"4346" "chr3" 52070800 52071224
"4347" "chr3" 52075183 52075607
"4348" "chr3" 52079160 52079607
"4349" "chr3" 52086868 52087308
"4350" "chr3" 52087498 52087957
"4351" "chr3" 52089160 52089628
"4352" "chr3" 52089981 52090411
"4353" "chr3" 52091474 52092027
"4354" "chr3" 52111273 52111637
"4355" "chr3" 52118966 52119321
"4356" "chr3" 52142696 52143120
"4357" "chr3" 52157109 52157533
"4358" "chr3" 52178290 52178684
"4359" "chr3" 52187438 52187870
"4360" "chr3" 52205390 52205889
"4361" "chr3" 52254427 52255026
"4362" "chr3" 52261083 52261529
"4363" "chr3" 52265516 52265881
"4364" "chr3" 52266750 52267202
"4365" "chr3" 52268490 52268914
"4366" "chr3" 52271585 52272208
"4367" "chr3" 52273240 52273837
"4368" "chr3" 52274471 52274917
"4369" "chr3" 52299503 52299844
"4370" "chr3" 52311935 52312386
"4371" "chr3" 52312711 52313135
"4372" "chr3" 52324342 52324828
"4373" "chr3" 52325433 52325843
"4374" "chr3" 52333886 52334324
"4375" "chr3" 52373538 52374165
"4376" "chr3" 52408192 52408622
"4377" "chr3" 52419196 52419610
"4378" "chr3" 52422270 52422695
"4379" "chr3" 52422945 52423401
"4380" "chr3" 52444492 52444933
"4381" "chr3" 52446045 52446478
"4382" "chr3" 52462529 52462911
"4383" "chr3" 52478918 52479347
"4384" "chr3" 52480992 52481658
"4385" "chr3" 52485640 52486117
"4386" "chr3" 52505933 52506357
"4387" "chr3" 52516105 52516747
"4388" "chr3" 52543935 52544390
"4389" "chr3" 52567884 52568252
"4390" "chr3" 52570287 52571004
"4391" "chr3" 52715999 52716466
"4392" "chr3" 52776442 52776873
"4393" "chr3" 52826424 52826858
"4394" "chr3" 52833077 52833464
"4395" "chr3" 52854769 52855164
"4396" "chr3" 52861746 52862180
"4397" "chr3" 52879620 52880096
"4398" "chr3" 52885381 52885774
"4399" "chr3" 52913096 52913585
"4400" "chr3" 52926397 52927057
"4401" "chr3" 52941440 52941951
"4402" "chr3" 52965919 52966293
"4403" "chr3" 52968661 52969251
"4404" "chr3" 53020961 53021405
"4405" "chr3" 53080521 53080967
"4406" "chr3" 53090454 53090884
"4407" "chr3" 53103681 53104134
"4408" "chr3" 53106672 53107287
"4409" "chr3" 53144190 53144575
"4410" "chr3" 53147897 53148538
"4411" "chr3" 53164123 53164563
"4412" "chr3" 53168672 53169096
"4413" "chr3" 53194257 53194932
"4414" "chr3" 53203002 53203336
"4415" "chr3" 53208432 53208792
"4416" "chr3" 53229951 53230335
"4417" "chr3" 53231097 53231521
"4418" "chr3" 53232392 53233034
"4419" "chr3" 53233800 53234235
"4420" "chr3" 53253877 53254319
"4421" "chr3" 53263935 53264372
"4422" "chr3" 53266034 53266475
"4423" "chr3" 53304097 53304559
"4424" "chr3" 53333566 53333926
"4425" "chr3" 53384669 53385099
"4426" "chr3" 53409048 53409406
"4427" "chr3" 53460932 53461391
"4428" "chr3" 53521269 53521745
"4429" "chr3" 53547563 53548018
"4430" "chr3" 53565789 53566152
"4431" "chr3" 53677823 53678165
"4432" "chr3" 53702889 53703519
"4433" "chr3" 53711410 53711843
"4434" "chr3" 53730728 53731152
"4435" "chr3" 53744227 53744574
"4436" "chr3" 53755322 53755757
"4437" "chr3" 53763619 53764056
"4438" "chr3" 53778367 53778791
"4439" "chr3" 53840503 53840933
"4440" "chr3" 53846385 53846800
"4441" "chr3" 53875343 53875767
"4442" "chr3" 53876697 53877127
"4443" "chr3" 53879482 53879938
"4444" "chr3" 53915664 53916105
"4445" "chr3" 53955334 53955730
"4446" "chr3" 53972645 53973069
"4447" "chr3" 53973802 53974227
"4448" "chr3" 53975946 53976370
"4449" "chr3" 54180616 54181075
"4450" "chr3" 54328193 54328617
"4451" "chr3" 54408467 54408913
"4452" "chr3" 54462314 54462684
"4453" "chr3" 54467787 54468240
"4454" "chr3" 54567884 54568308
"4455" "chr3" 54572359 54572785
"4456" "chr3" 54864660 54865084
"4457" "chr3" 54871962 54872397
"4458" "chr3" 54887813 54888237
"4459" "chr3" 54904337 54904761
"4460" "chr3" 54925581 54926008
"4461" "chr3" 54939494 54939960
"4462" "chr3" 54985360 54985858
"4463" "chr3" 54988130 54988560
"4464" "chr3" 55033205 55033629
"4465" "chr3" 55047184 55047613
"4466" "chr3" 55076602 55077004
"4467" "chr3" 55200614 55201044
"4468" "chr3" 55214967 55215391
"4469" "chr3" 55439451 55439904
"4470" "chr3" 55468749 55469173
"4471" "chr3" 55516090 55516513
"4472" "chr3" 55519116 55519603
"4473" "chr3" 55521197 55521512
"4474" "chr3" 55521605 55521981
"4475" "chr3" 55539052 55539517
"4476" "chr3" 55583164 55583626
"4477" "chr3" 55605853 55606299
"4478" "chr3" 55643416 55643855
"4479" "chr3" 55658207 55658637
"4480" "chr3" 55754642 55755066
"4481" "chr3" 55756133 55756575
"4482" "chr3" 55758074 55758510
"4483" "chr3" 55780827 55781252
"4484" "chr3" 55852516 55852940
"4485" "chr3" 55902369 55902855
"4486" "chr3" 55911661 55912126
"4487" "chr3" 55919709 55920116
"4488" "chr3" 55931637 55932067
"4489" "chr3" 55933837 55934263
"4490" "chr3" 56076373 56076772
"4491" "chr3" 56209272 56209671
"4492" "chr3" 56285394 56285818
"4493" "chr3" 56288911 56289344
"4494" "chr3" 56336410 56336844
"4495" "chr3" 56337624 56338053
"4496" "chr3" 56374517 56374963
"4497" "chr3" 56381175 56381611
"4498" "chr3" 56480395 56480825
"4499" "chr3" 56481131 56481508
"4500" "chr3" 56502503 56502956
"4501" "chr3" 56528727 56529115
"4502" "chr3" 56581512 56581942
"4503" "chr3" 56591567 56591958
"4504" "chr3" 56716335 56716683
"4505" "chr3" 56736484 56736908
"4506" "chr3" 56741475 56741835
"4507" "chr3" 56833251 56833887
"4508" "chr3" 56836110 56836568
"4509" "chr3" 56889893 56890464
"4510" "chr3" 56953136 56953572
"4511" "chr3" 56960401 56960831
"4512" "chr3" 57019933 57020382
"4513" "chr3" 57021566 57021980
"4514" "chr3" 57022888 57023315
"4515" "chr3" 57029201 57029845
"4516" "chr3" 57040817 57041455
"4517" "chr3" 57112788 57113198
"4518" "chr3" 57127459 57127945
"4519" "chr3" 57134114 57134510
"4520" "chr3" 57146313 57146796
"4521" "chr3" 57166677 57167126
"4522" "chr3" 57186267 57186697
"4523" "chr3" 57204190 57204763
"4524" "chr3" 57213594 57214031
"4525" "chr3" 57255891 57256333
"4526" "chr3" 57331980 57332421
"4527" "chr3" 57419768 57420393
"4528" "chr3" 57450481 57450942
"4529" "chr3" 57568537 57568975
"4530" "chr3" 57583071 57583552
"4531" "chr3" 57620791 57621259
"4532" "chr3" 57632417 57633050
"4533" "chr3" 57667996 57668430
"4534" "chr3" 57740962 57741394
"4535" "chr3" 57811989 57812536
"4536" "chr3" 57838635 57839068
"4537" "chr3" 57842236 57842803
"4538" "chr3" 57850540 57850964
"4539" "chr3" 57896710 57897129
"4540" "chr3" 57935449 57935899
"4541" "chr3" 57947689 57948352
"4542" "chr3" 57993684 57994167
"4543" "chr3" 58005412 58005920
"4544" "chr3" 58121414 58122017
"4545" "chr3" 58153057 58153484
"4546" "chr3" 58159534 58159975
"4547" "chr3" 58163391 58163815
"4548" "chr3" 58173439 58173809
"4549" "chr3" 58200653 58201077
"4550" "chr3" 58202892 58203576
"4551" "chr3" 58223143 58223631
"4552" "chr3" 58235548 58235997
"4553" "chr3" 58273797 58274253
"4554" "chr3" 58285796 58286220
"4555" "chr3" 58291704 58292096
"4556" "chr3" 58292690 58293151
"4557" "chr3" 58293183 58293750
"4558" "chr3" 58306375 58307167
"4559" "chr3" 58318252 58318711
"4560" "chr3" 58319208 58319664
"4561" "chr3" 58339678 58340108
"4562" "chr3" 58400308 58400732
"4563" "chr3" 58405497 58405884
"4564" "chr3" 58408629 58409079
"4565" "chr3" 58449317 58449765
"4566" "chr3" 58477463 58477887
"4567" "chr3" 58515217 58515647
"4568" "chr3" 58517448 58518042
"4569" "chr3" 58518450 58518884
"4570" "chr3" 58546336 58546786
